job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
16030,2020-10-01,Data Engineer,Contract,Mid-Senior level,5,"Greensboro, NC",,Toptal,Internet,"1,001-5,000"
16033,2020-10-01,Data Engineer,Contract,Mid-Senior level,5,"Coral Springs, FL",,Toptal,Internet,"1,001-5,000"
16038,2020-10-02,Data Engineer,Contract,Mid-Senior level,6,"Joliet, IL",,Toptal,Internet,"1,001-5,000"
16039,2020-10-02,Data Engineer,Contract,Entry level,4,United States,,Dice,Internet,"1,001-5,000"
16041,2020-10-02,Data Scientist,Full-time,Mid-Senior level,7,"New York, United States",7.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
16046,2020-10-02,Data Scientist,Contract,Mid-Senior level,4,"Berlin, NJ",,Toptal,Internet,"1,001-5,000"
16048,2020-10-02,Data Engineer,Full-time,Entry level,0,"Beaverton, OR",,The Mom Project,Internet,51-200
16051,2020-10-02,Data Engineer,Full-time,Mid-Senior level,7,"Seattle, WA",7.0,Storm4,Staffing & Recruiting,11-50
16052,2020-10-02,Data Engineer,Contract,Mid-Senior level,6,"Ames, IA",,Toptal,Internet,"1,001-5,000"
16053,2020-10-02,Data Analyst,Full-time,Entry level,1,"Mountain View, CA",109.0,Kairos Aerospace,Oil & Energy,11-50
16056,2020-10-02,Data Analyst,Full-time,Mid-Senior level,4,"Towson, MD",8.0,"Stanley Black & Decker, Inc.",Consumer Goods,"10,001+"
16057,2020-10-02,Data Engineer,Full-time,Associate,4,"Portland, Oregon Metropolitan Area",18.0,OmniData,Information Technology & Services,11-50
16058,2020-10-02,Data Engineer,Full-time,Mid-Senior level,11,United States,30.0,Robin Healthcare,Hospital & Health Care,201-500
16059,2020-10-02,Data Scientist,Full-time,Mid-Senior level,2,United States,4.0,Amazon Web Services (AWS),Information Technology & Services,"10,001+"
16060,2020-10-02,Data Scientist,Contract,Mid-Senior level,5,"Olathe, KS",,Toptal,Internet,"1,001-5,000"
16061,2020-10-02,Data Engineer,Full-time,Entry level,2,United States,,Virtual Service Operations,Information Technology & Services,"501-1,000"
16066,2020-10-03,Data Engineer,Contract,Mid-Senior level,6,"Salt Lake City, UT",,Toptal,Internet,"1,001-5,000"
16067,2020-10-03,Data Engineer,Contract,Mid-Senior level,4,"Somerville, MA",,Toptal,Internet,"1,001-5,000"
16069,2020-10-03,Data Scientist,Contract,Mid-Senior level,1,"Charlotte, NC",,Toptal,Internet,"1,001-5,000"
16076,2020-10-03,Data Engineer,Full-time,Mid-Senior level,3,"San Carlos, CA",,Recruiting from Scratch,Staffing & Recruiting,11-50
16080,2020-10-03,Data Analyst,Full-time,Entry level,0,United States,65.0,Clear Capital,Financial Services,"501-1,000"
16083,2020-10-03,Data Scientist,Full-time,Mid-Senior level,8,"Brooklyn, NY",8.0,Etsy,Internet,"1,001-5,000"
16084,2020-10-03,Data Engineer,Full-time,Mid-Senior level,4,United States,15.0,Storm3,Staffing & Recruiting,11-50
16085,2020-10-03,Data Engineer,Full-time,Mid-Senior level,5,United States,2.0,ettain group,Staffing & Recruiting,201-500
16086,2020-10-03,Data Engineer,Contract,Mid-Senior level,6,"Clearwater, FL",,Toptal,Internet,"1,001-5,000"
16087,2020-10-03,Data Analyst,Contract,Mid-Senior level,4,United States,33.0,Redbock - an NES Fircroft company,Medical Device,11-50
16089,2020-10-04,Data Engineer,Contract,Associate,4,"San Rafael, CA",35.0,Applicantz,Internet,51-200
16091,2020-10-04,Data Engineer,Full-time,Mid-Senior level,5,United States,17.0,Analysts,Information Technology & Services,"10,001+"
16093,2020-10-04,Data Scientist,Contract,Mid-Senior level,6,"Albuquerque, NM",,Toptal,Internet,"1,001-5,000"
16094,2020-10-04,Data Engineer,Contract,Mid-Senior level,6,"Knoxville, TN",,Toptal,Internet,"1,001-5,000"
16099,2020-10-04,Data Analyst,Contract,Associate,3,"Little Canada, MN",54.0,Volt,Staffing & Recruiting,"1,001-5,000"
16107,2020-10-04,Data Engineer,Full-time,Mid-Senior level,7,United States,21.0,eTouch Systems,Information Technology & Services,"501-1,000"
16109,2020-10-04,Data Engineer,Full-time,Entry level,2,"Philadelphia, PA",3.0,UpStream Global Services,Staffing & Recruiting,51-200
16111,2020-10-04,Data Architect,Full-time,Mid-Senior level,5,"Madison, WI",,Perficient,Information Technology & Services,"1,001-5,000"
16116,2020-10-05,Data Engineer,Full-time,Entry level,2,"Minnetonka, MN",11.0,UnitedHealth Group,Hospital & Health Care,"10,001+"
16119,2020-10-05,Data Engineer,Full-time,Entry level,2,"New York, NY",1.0,84.51˚,Management Consulting,"1,001-5,000"
16120,2020-10-05,Data Analyst,Full-time,Associate,3,"Newton, MA",150.0,Planet Technology,,
16125,2020-10-05,Data Scientist,Full-time,Associate,4,Boise Metropolitan Area,83.0,Advanced Career Networks,Information Technology & Services,1-10
16127,2020-10-05,Data Engineer,Contract,Mid-Senior level,3,"Lakeland, FL",,Toptal,Internet,"1,001-5,000"
16128,2020-10-05,Data Engineer,Full-time,Mid-Senior level,4,United States,20.0,CBTS,Information Technology & Services,"1,001-5,000"
16133,2020-10-05,Data Engineer,Full-time,Entry level,2,"Austin, TX",1.0,Circle,Financial Services,51-200
16135,2020-10-06,Data Engineer,Contract,Mid-Senior level,9,"Austin, TX",,Toptal,Internet,"1,001-5,000"
16136,2020-10-06,Data Engineer,Full-time,Mid-Senior level,6,New York City Metropolitan Area,29.0,CVS Health,"Health, Wellness & Fitness","10,001+"
16137,2020-10-06,Data Engineer,Full-time,Entry level,2,"Cincinnati, OH",10.0,The Mom Project,Internet,51-200
16143,2020-10-06,Data Engineer,Full-time,Mid-Senior level,3,San Francisco Bay Area,8.0,Gap Inc.,Retail,"10,001+"
16145,2020-10-06,Data Scientist,Full-time,Mid-Senior level,2,"Dearborn, MI",23.0,PROLIM Corporation,Information Technology & Services,201-500
16146,2020-10-06,Data Scientist,Full-time,Mid-Senior level,4,"Los Angeles, CA",7.0,Cameo,Internet,51-200
16160,2020-10-07,Data Engineer,Full-time,Entry level,3,"San Francisco, CA",5.0,Truepill,Computer Software,201-500
16161,2020-10-07,Data Scientist,Full-time,Mid-Senior level,3,"Norfolk, VA",7.0,PRA Group (Nasdaq: PRAA),Financial Services,"1,001-5,000"
16162,2020-10-07,Data Engineer,Contract,Mid-Senior level,5,"Boston, MA",,Toptal,Internet,"1,001-5,000"
16167,2020-10-07,Data Scientist,Full-time,Mid-Senior level,4,United States,18.0,Engine,Marketing & Advertising,"1,001-5,000"
16168,2020-10-07,Data Scientist,Contract,Mid-Senior level,8,"Hillsboro, OR",2.0,Toptal,Internet,"1,001-5,000"
16169,2020-10-07,Data Analyst,Full-time,Associate,5,"Nashville, TN",30.0,Perficient,Information Technology & Services,"1,001-5,000"
16173,2020-10-07,Data Scientist,Full-time,Mid-Senior level,6,"Morrisville, NC",4.0,Valassis Marketing Solutions,Marketing & Advertising,"5,001-10,000"
16176,2020-10-07,Data Scientist,Contract,Mid-Senior level,4,"Huntsville, AL",4.0,Toptal,Internet,"1,001-5,000"
16178,2020-10-08,Data Scientist,Full-time,Entry level,3,"San Francisco, CA",22.0,Talkdesk,Computer Software,"1,001-5,000"
16179,2020-10-08,Data Engineer,Contract,Mid-Senior level,4,"Colorado Springs, CO",,Toptal,Internet,"1,001-5,000"
16181,2020-10-08,Data Engineer,Full-time,Mid-Senior level,6,"Boston, MA",1.0,Aha!,Computer Software,51-200
16182,2020-10-08,Data Scientist,Contract,Mid-Senior level,3,"Berlin, NJ",,Toptal,Internet,"1,001-5,000"
16191,2020-10-08,Data Scientist,Full-time,Associate,5,"New York, NY",35.0,Slice,Internet,"501-1,000"
16192,2020-10-08,Data Engineer,Full-time,Mid-Senior level,3,"Oakland, CA",13.0,Mosaic (joinmosaic.com),Financial Services,51-200
16195,2020-10-08,Data Scientist,Contract,Mid-Senior level,9,"Miramar, FL",,Toptal,Internet,"1,001-5,000"
16196,2020-10-08,Data Engineer,Contract,Associate,3,"San Francisco, CA",7.0,App Annie,Internet,201-500
16199,2020-10-08,Data Analyst,Full-time,Associate,4,"Los Angeles, CA",18.0,System1,Internet,201-500
16201,2020-10-08,Data Scientist,Full-time,Mid-Senior level,9,New York City Metropolitan Area,73.0,Odeko,Computer Software,11-50
16205,2020-10-09,Data Scientist,Contract,Mid-Senior level,5,"Killeen, TX",3.0,Toptal,Internet,"1,001-5,000"
16208,2020-10-09,Data Engineer,Full-time,Associate,2,"Indiana, United States",,Cardinal Health,Hospital & Health Care,"10,001+"
16217,2020-10-09,Data Engineer,Full-time,Mid-Senior level,5,"Columbus, Ohio Metropolitan Area",7.0,phData,Information Technology & Services,51-200
16218,2020-10-09,Data Engineer,Contract,Mid-Senior level,6,"Richmond, CA",1.0,Toptal,Internet,"1,001-5,000"
16224,2020-10-10,Data Scientist,Contract,Mid-Senior level,9,"Sparks, NV",2.0,Toptal,Internet,"1,001-5,000"
16225,2020-10-10,Data Engineer,Full-time,Mid-Senior level,3,"Atlanta, GA",2.0,Teladoc Health,Hospital & Health Care,"1,001-5,000"
16230,2020-10-10,Data Analyst,Full-time,Associate,3,"Fort Lauderdale, FL",56.0,BLEND360,Marketing & Advertising,201-500
16231,2020-10-10,Data Engineer,Full-time,Entry level,1,"New Hampshire, United States",4.0,Blackbaud,Computer Software,"1,001-5,000"
16232,2020-10-10,Data Analyst,Full-time,Associate,5,"Boston, MA",42.0,Perficient,Information Technology & Services,"1,001-5,000"
16234,2020-10-10,Data Analyst,Contract,Mid-Senior level,1,"Menlo Park, CA",65.0,Clinovo,Pharmaceuticals,51-200
16239,2020-10-10,Data Scientist,Full-time,Mid-Senior level,6,"Boston, MA",34.0,Federal Reserve Bank of Boston,Financial Services,"1,001-5,000"
16246,2020-10-11,Data Scientist,Full-time,Associate,3,"Patrick AFB, FL",,ClearanceJobs,Defense & Space,11-50
16247,2020-10-11,Data Scientist,Full-time,Associate,5,"Washington, United States",,Zillow,Real Estate,"5,001-10,000"
16250,2020-10-11,Data Analyst,Full-time,Mid-Senior level,4,United States,3.0,Stripe,Internet,"1,001-5,000"
16254,2020-10-11,Data Engineer,Full-time,Mid-Senior level,5,"Santa Clara, CA",,Recruiting from Scratch,Staffing & Recruiting,1-10
16257,2020-10-11,Data Scientist,Full-time,Mid-Senior level,6,"Raleigh, NC",38.0,Netskope,Computer Software,"1,001-5,000"
16259,2020-10-11,Data Scientist,Contract,Mid-Senior level,3,"Sunnyvale, CA",1.0,Toptal,Internet,"1,001-5,000"
16260,2020-10-11,Data Engineer,Full-time,Mid-Senior level,5,"Seattle, WA",,Jobot,Staffing & Recruiting,201-500
16263,2020-10-12,Data Engineer,Full-time,Mid-Senior level,5,United States,21.0,ZenBusiness,Internet,201-500
16265,2020-10-12,Data Engineer,Contract,Mid-Senior level,9,"New York, United States",5.0,Lorven Technologies Inc,Information Technology & Services,51-200
16268,2020-10-12,Data Scientist,Full-time,Mid-Senior level,1,United States,2.0,Discount Tire,Automotive,"10,001+"
16276,2020-10-12,Data Scientist,Contract,Mid-Senior level,9,"St Petersburg, FL",1.0,Toptal,Internet,"1,001-5,000"
16280,2020-10-12,Data Analyst,Contract,Entry level,2,United States,27.0,Dice,Internet,"1,001-5,000"
16283,2020-10-12,Data Engineer,Contract,Mid-Senior level,4,"Indianapolis, IN",,Toptal,Internet,"1,001-5,000"
16284,2020-10-12,Data Scientist,Full-time,Associate,5,"New York, NY",32.0,Slice,Internet,"501-1,000"
16288,2020-10-13,Data Scientist,Full-time,Associate,4,"Los Angeles, CA",,HeadsUp,Computer Software,1-10
16291,2020-10-13,Data Scientist,Contract,Mid-Senior level,2,"Garland, TX",,Toptal,Internet,"1,001-5,000"
16305,2020-10-14,Data Engineer,Full-time,Mid-Senior level,5,"Middletown, RI",11.0,"KVH Industries, Inc.",Telecommunications,"501-1,000"
16306,2020-10-14,Data Engineer,Contract,Associate,6,"San Rafael, CA",22.0,Applicantz,Internet,51-200
16307,2020-10-14,Data Engineer,Full-time,Associate,3,United States,1.0,Komodo Health,Computer Software,201-500
16312,2020-10-14,Data Engineer,Contract,Mid-Senior level,7,United States,11.0,Wavicle Data Solutions,Information Technology & Services,201-500
16314,2020-10-14,Data Analyst,Full-time,Associate,5,"Austin, TX",,WW,"Health, Wellness & Fitness","10,001+"
16319,2020-10-14,Data Analyst,Full-time,Associate,4,"Fargo, ND",20.0,Perficient,Information Technology & Services,"1,001-5,000"
16323,2020-10-14,Data Analyst,Full-time,Associate,6,"Milwaukee, WI",22.0,Perficient,Information Technology & Services,"1,001-5,000"
16324,2020-10-14,Data Scientist,Full-time,Mid-Senior level,3,"Burbank, CA",47.0,Zest AI,Financial Services,51-200
16325,2020-10-15,Data Analyst,Full-time,Associate,6,"Philadelphia, PA",,"New Relic, Inc.",Computer Software,"1,001-5,000"
16327,2020-10-15,Data Engineer,Contract,Mid-Senior level,5,United States,31.0,Radiansys Inc.,Information Technology & Services,51-200
16329,2020-10-15,Data Scientist,Contract,Mid-Senior level,4,"Virginia Beach, VA",1.0,Toptal,Internet,"1,001-5,000"
16333,2020-10-15,Data Engineer,Contract,Mid-Senior level,4,"Cary, NC",,Toptal,Internet,"1,001-5,000"
16336,2020-10-15,Data Scientist,Contract,Mid-Senior level,6,"Madison, WI",,Toptal,Internet,"1,001-5,000"
16342,2020-10-16,Data Engineer,Contract,Mid-Senior level,2,"Durham, NC",14.0,PMG GLOBAL,Information Technology & Services,11-50
16347,2020-10-16,Data Scientist,Contract,Associate,5,United States,74.0,"DIVERSANT, LLC",Information Technology & Services,"1,001-5,000"
16349,2020-10-16,Data Engineer,Full-time,Mid-Senior level,6,"Charlotte, NC",2.0,Netskope,Computer Software,"1,001-5,000"
16354,2020-10-16,Data Engineer,Contract,Entry level,2,"Richmond, VA",2.0,Dice,Internet,"1,001-5,000"
16356,2020-10-16,Data Engineer,Contract,Mid-Senior level,6,"Ashburn, VA",1.0,Toptal,Internet,"1,001-5,000"
16358,2020-10-17,Data Engineer,Full-time,Entry level,3,"New York, NY",,Jobs via eFinancialCareers,Staffing & Recruiting,201-500
16359,2020-10-17,Data Architect,Full-time,Mid-Senior level,4,"Washington, DC",4.0,Perficient,Information Technology & Services,"1,001-5,000"
16360,2020-10-17,Data Engineer,Full-time,Mid-Senior level,3,"Denver, CO",,Fluid Truck,Transportation/Trucking/Railroad,201-500
16361,2020-10-17,Data Analyst,Full-time,Mid-Senior level,7,"Bloomfield, CT",12.0,Cigna,"Health, Wellness & Fitness","10,001+"
16372,2020-10-17,Data Engineer,Contract,Mid-Senior level,2,"Manassas, VA",,Toptal,Internet,"1,001-5,000"
16373,2020-10-17,Data Engineer,Full-time,Mid-Senior level,6,"San Francisco, CA",6.0,Mahana Therapeutics,"Health, Wellness & Fitness",11-50
16375,2020-10-18,Data Engineer,Contract,Mid-Senior level,1,"Carrollton, TX",,Toptal,Internet,"1,001-5,000"
16376,2020-10-18,Data Engineer,Contract,Mid-Senior level,4,"Orleans, IA",,Toptal,Internet,"1,001-5,000"
16380,2020-10-18,Data Engineer,Full-time,Entry level,2,"Rockville, MD",4.0,Jobs via eFinancialCareers,Staffing & Recruiting,201-500
16389,2020-10-19,Data Engineer,Full-time,Mid-Senior level,3,"Los Angeles, CA",3.0,Jobot,Staffing & Recruiting,201-500
16390,2020-10-19,Data Engineer,Contract,Mid-Senior level,3,"Raleigh, NC",5.0,Marga Consulting,Staffing & Recruiting,1-10
16393,2020-10-19,Data Scientist,Contract,Mid-Senior level,5,"Burlington, VT",,Toptal,Internet,"1,001-5,000"
16400,2020-10-19,Data Scientist,Contract,Mid-Senior level,4,"San Mateo, CA",,Toptal,Internet,"1,001-5,000"
16401,2020-10-19,Data Engineer,Contract,Mid-Senior level,3,"San Ramon, CA",,Toptal,Internet,"1,001-5,000"
16403,2020-10-20,Data Engineer,Contract,Entry level,2,United States,,Dice,Internet,"1,001-5,000"
16404,2020-10-20,Data Scientist,Contract,Mid-Senior level,2,"Peoria, AZ",,Toptal,Internet,"1,001-5,000"
16413,2020-10-20,Data Analyst,Full-time,Entry level,3,"Indiana, United States",137.0,NewsWhip,Public Relations & Communications,51-200
16414,2020-10-20,Data Scientist,Full-time,Mid-Senior level,6,"Pleasanton, CA",15.0,Cowbell,Insurance,51-200
16417,2020-10-21,Data Engineer,Full-time,Associate,6,United States,4.0,CGI,Information Technology & Services,"10,001+"
16418,2020-10-21,Data Scientist,Full-time,Mid-Senior level,4,"Irvine, CA",31.0,Jobot,Staffing & Recruiting,201-500
16421,2020-10-21,Data Engineer,Full-time,Mid-Senior level,5,"San Diego, CA",,KP Recruiting Group,Staffing & Recruiting,1-10
16423,2020-10-21,Data Scientist,Full-time,Entry level,1,"Miami, FL",28.0,ZipRecruiter,Internet,"1,001-5,000"
16428,2020-10-22,Data Analyst,Contract,Mid-Senior level,4,"Frisco, TX",50.0,DISYS,Information Technology & Services,"1,001-5,000"
16434,2020-10-22,Data Scientist,Contract,Mid-Senior level,10,"Dayton, OH",,Toptal,Internet,"1,001-5,000"
16436,2020-10-22,Data Scientist,Contract,Mid-Senior level,6,"Hartford, CT",1.0,Toptal,Internet,"1,001-5,000"
16440,2020-10-23,Data Scientist,Full-time,Associate,6,"Denver, NC",3.0,Mozilla,Computer Software,"501-1,000"
16446,2020-10-23,Data Scientist,Contract,Mid-Senior level,10,"Sandy Springs, GA",1.0,Toptal,Internet,"1,001-5,000"
16452,2020-10-24,Data Engineer,Contract,Associate,4,United States,4.0,Blackstone Talent Group,Staffing & Recruiting,51-200
16453,2020-10-24,Data Engineer,Full-time,Entry level,3,"Boston, MA",2.0,Dice,Internet,"1,001-5,000"
16454,2020-10-24,Data Engineer,Contract,Mid-Senior level,9,"Lewisville, TX",,Toptal,Internet,"1,001-5,000"
16455,2020-10-24,Data Engineer,Contract,Mid-Senior level,2,"Syracuse, NY",,Toptal,Internet,"1,001-5,000"
16461,2020-10-24,Data Scientist,Full-time,Mid-Senior level,7,"New York, NY",8.0,Harnham,Staffing & Recruiting,51-200
16466,2020-10-25,Data Analyst,Full-time,Entry level,0,"Nashville, TN",1.0,Gong,Computer Software,"501-1,000"
16467,2020-10-25,Data Analyst,Full-time,Mid-Senior level,6,"Los Angeles, CA",2.0,Edward Jones,Financial Services,"10,001+"
16473,2020-10-25,Data Analyst,Full-time,Mid-Senior level,6,Washington DC-Baltimore Area,19.0,Optoro,Information Technology & Services,201-500
16477,2020-10-26,Data Engineer,Full-time,Mid-Senior level,6,"Plano, TX",18.0,Paladin Consulting,Staffing & Recruiting,"1,001-5,000"
16478,2020-10-26,Data Engineer,Full-time,Mid-Senior level,4,"Kansas City, KS",,WP Engine,Information Technology & Services,"501-1,000"
16479,2020-10-26,Data Engineer,Contract,Mid-Senior level,5,"Jersey City, NJ",,Toptal,Internet,"1,001-5,000"
16484,2020-10-26,Data Engineer,Contract,Mid-Senior level,1,"Austin, TX",4.0,iMatch Technical Services,Staffing & Recruiting,11-50
16485,2020-10-27,Data Scientist,Full-time,Mid-Senior level,6,"Charlotte, NC",18.0,Mozilla,Computer Software,"501-1,000"
16490,2020-10-27,Data Engineer,Full-time,Entry level,0,"Pasadena, CA",5.0,Spokeo,Internet,51-200
16492,2020-10-27,Data Analyst,Full-time,Mid-Senior level,3,"Boston, MA",37.0,Redbock - an NES Fircroft company,Medical Device,11-50
16497,2020-10-28,Data Scientist,Full-time,Mid-Senior level,7,United States,2.0,Shopify,Internet,"5,001-10,000"
16504,2020-10-29,Data Engineer,Full-time,Associate,4,"Orlando, FL",1.0,Mozilla,Computer Software,"501-1,000"
16507,2020-10-29,Data Scientist,Contract,Mid-Senior level,7,"Minneapolis, MN",1.0,Toptal,Internet,"1,001-5,000"
16511,2020-10-30,Data Engineer,Full-time,Mid-Senior level,5,United States,26.0,Truebill,Financial Services,51-200
16516,2020-10-31,Data Engineer,Full-time,Associate,4,"Raleigh, NC",4.0,Degreed,Information Technology & Services,201-500
16517,2020-10-31,Data Analyst,Full-time,Entry level,3,United States,30.0,Revolut,Financial Services,"1,001-5,000"
16518,2020-10-31,Data Scientist,Full-time,Entry level,2,"New York, NY",8.0,Talkdesk,Computer Software,"1,001-5,000"
16522,2020-11-01,Data Analyst,Contract,Mid-Senior level,4,"Eden Prairie, MN",14.0,DISYS,Information Technology & Services,"1,001-5,000"
16524,2020-11-01,Data Engineer,Full-time,Entry level,2,"St Louis, MO",1.0,Dice,Internet,"1,001-5,000"
16531,2020-11-02,Data Engineer,Full-time,Mid-Senior level,7,United States,3.0,Honor,Hospital & Health Care,51-200
16534,2020-11-03,Data Analyst,Full-time,Associate,3,"Cincinnati, OH",158.0,Kroger,Retail,"10,001+"
16535,2020-11-03,Data Analyst,Full-time,Associate,4,"Springfield, MA",1.0,Dice,Internet,"1,001-5,000"
16546,2020-11-05,Data Scientist,Full-time,Entry level,3,"Los Angeles, CA",19.0,SkillSoniq,Internet,11-50
16549,2020-11-06,Data Engineer,Full-time,Mid-Senior level,6,"Santa Monica, CA",23.0,Photon,Information Technology & Services,"5,001-10,000"
16551,2020-11-06,Data Analyst,Contract,Mid-Senior level,3,"San Jose, CA",3.0,Zscaler,Computer & Network Security,"1,001-5,000"
16556,2020-11-07,Data Scientist,Contract,Mid-Senior level,6,"Richmond, VA",1.0,Toptal,Internet,"1,001-5,000"
16561,2020-11-09,Data Scientist,Contract,Mid-Senior level,4,"Knoxville, TN",,Toptal,Internet,"1,001-5,000"
16562,2020-11-09,Data Engineer,Contract,Mid-Senior level,4,"Salt Lake City, UT",21.0,Nexeo HR,Staffing & Recruiting,51-200
16578,2020-11-14,Data Scientist,Contract,Mid-Senior level,3,"Victoria, KS",,Toptal,Internet,"1,001-5,000"
16580,2020-11-15,Data Engineer,Contract,Mid-Senior level,8,United States,26.0,Altimetrik,Computer Software,"1,001-5,000"
16581,2020-11-15,Data Engineer,Contract,Mid-Senior level,5,"Berkeley, CA",,Toptal,Internet,"1,001-5,000"
16584,2020-11-16,Data Scientist,Contract,Mid-Senior level,5,"Toledo, OH",,Toptal,Internet,"1,001-5,000"
16587,2020-11-17,Data Analyst,Full-time,Mid-Senior level,5,"Nashville, TN",,Advent Health Partners,Hospital & Health Care,51-200
16589,2020-11-18,Data Engineer,Contract,Entry level,1,United States,3.0,Dice,Internet,"1,001-5,000"
16590,2020-11-18,Data Analyst,Full-time,Entry level,0,"Saratoga Springs, NY",,,Staffing & Recruiting,"10,001+"
16592,2020-11-19,Data Engineer,Full-time,Mid-Senior level,4,"Palo Alto, CA",4.0,"Plume Design, Inc",Internet,201-500
16597,2020-11-20,Data Analyst,Full-time,Mid-Senior level,6,"San Francisco, CA",97.0,Analytic Recruiting Inc.,Staffing & Recruiting,11-50
16600,2020-11-21,Data Engineer,Full-time,Associate,2,"Illinois, United States",,Ankura,Management Consulting,"1,001-5,000"
16605,2020-11-23,Data Analyst,Full-time,Mid-Senior level,7,"Atlanta, GA",29.0,NerdWallet,Consumer Services,201-500
16606,2020-11-23,Data Engineer,Full-time,Entry level,3,"San Antonio, TX",,WellMed Medical Management,Hospital & Health Care,"10,001+"
16608,2020-11-24,Data Scientist,Full-time,Mid-Senior level,3,United States,11.0,Oracle,Information Technology & Services,"10,001+"
16613,2020-11-25,Data Engineer,Full-time,Associate,4,"Nashville, TN",1.0,Degreed,Information Technology & Services,201-500
16614,2020-11-25,Data Scientist,Full-time,Associate,5,"Charlotte, NC",3.0,The Hartford,Financial Services,"10,001+"
16617,2020-11-26,Data Engineer,Contract,Mid-Senior level,8,"West New York, NJ",,Toptal,Internet,"1,001-5,000"
16620,2020-11-27,Data Analyst,Full-time,Mid-Senior level,8,"Towson, MD",12.0,"Stanley Black & Decker, Inc.",Consumer Goods,"10,001+"
16623,2020-11-28,Data Engineer,Contract,Mid-Senior level,7,"Washington, DC",,Toptal,Internet,"1,001-5,000"
16634,2020-11-30,Data Engineer,Full-time,Entry level,2,United States,1.0,DoiT International,Computer Software,201-500
16636,2020-12-01,Data Engineer,Full-time,Mid-Senior level,6,"Camp Hill, PA",4.0,RITE AID,Retail,"10,001+"
16641,2020-12-02,Data Engineer,Full-time,Associate,2,"Texas, United States",1.0,NextRoll,Marketing & Advertising,"501-1,000"
16642,2020-12-02,Data Analyst,Full-time,Mid-Senior level,8,United States,14.0,Ginger,"Health, Wellness & Fitness",201-500
16643,2020-12-02,Data Engineer,Full-time,Entry level,3,"Oregon, United States",1.0,Blackbaud,Computer Software,"1,001-5,000"
16645,2020-12-03,Data Analyst,Full-time,Associate,4,"Boston, MA",11.0,"New Relic, Inc.",Computer Software,"1,001-5,000"
16647,2020-12-03,Data Scientist,Contract,Mid-Senior level,6,"Green Bay, WI",,Toptal,Internet,"1,001-5,000"
16651,2020-12-04,Data Engineer,Full-time,Mid-Senior level,7,"Columbus, Ohio Metropolitan Area",27.0,Aware,Information Technology & Services,11-50
16652,2020-12-04,Data Engineer,Full-time,Director,10,"New York, United States",1.0,Forrest Solutions,Staffing & Recruiting,"1,001-5,000"
16657,2020-12-05,Data Engineer,Full-time,Mid-Senior level,4,"Austin, TX",9.0,Red Ventures,Internet,"1,001-5,000"
16659,2020-12-05,Data Engineer,Full-time,Mid-Senior level,9,"Castro Valley, CA",,Recruiting from Scratch,Staffing & Recruiting,1-10
16666,2020-12-06,Data Engineer,Full-time,Associate,3,United States,1.0,Lookout,Computer & Network Security,"501-1,000"
16670,2020-12-07,Data Analyst,Full-time,Mid-Senior level,6,"Dallas, TX",35.0,NerdWallet,Consumer Services,201-500
16674,2020-12-07,Data Engineer,Contract,Mid-Senior level,4,"Philadelphia, PA",8.0,Strategic Staffing Solutions,Information Technology & Services,"1,001-5,000"
16679,2020-12-08,Data Engineer,Full-time,Entry level,3,"Santa Clara, CA",5.0,The Mom Project,Internet,51-200
16680,2020-12-08,Data Scientist,Full-time,Entry level,1,"Illinois, United States",1.0,WW,"Health, Wellness & Fitness","10,001+"
16681,2020-12-08,Data Engineer,Full-time,Mid-Senior level,2,"Boston, MA",2.0,The NPD Group,Market Research,"1,001-5,000"
16685,2020-12-09,Data Engineer,Full-time,Mid-Senior level,2,United States,21.0,VMware,Computer Software,"10,001+"
16686,2020-12-09,Data Scientist,Contract,Mid-Senior level,5,"Kenosha, WI",2.0,Toptal,Internet,"1,001-5,000"
16690,2020-12-10,Data Scientist,Full-time,Associate,6,"Dallas, TX",2.0,Tiger Analytics,Management Consulting,"1,001-5,000"
16693,2020-12-10,Data Analyst,Full-time,Mid-Senior level,4,New York City Metropolitan Area,30.0,aKube Inc,Information Technology & Services,51-200
16697,2020-12-10,Data Analyst,Contract,Entry level,1,"Chicago, IL",,TalentFish,Staffing & Recruiting,11-50
16698,2020-12-11,Data Analyst,Full-time,Associate,3,"San Francisco, CA",4.0,Pixlee TurnTo,Computer Software,51-200
16700,2020-12-11,Data Scientist,Full-time,Mid-Senior level,2,"New York, NY",20.0,Harnham,Staffing & Recruiting,51-200
16704,2020-12-11,Data Engineer,Contract,Mid-Senior level,6,"Chicago, IL",5.0,Mindlance,Staffing & Recruiting,"1,001-5,000"
16710,2020-12-12,Data Analyst,Full-time,Mid-Senior level,5,"Texas, United States",5.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000"
16711,2020-12-12,Data Engineer,Full-time,Associate,5,United States,1.0,Earnest,Financial Services,51-200
16712,2020-12-12,Data Analyst,Full-time,Entry level,1,"Scottsdale, AZ",57.0,First American Title,Real Estate,"10,001+"
16720,2020-12-13,Data Scientist,Contract,Mid-Senior level,8,"Wilmington, DE",9.0,Entech,Information Technology & Services,201-500
16723,2020-12-14,Data Analyst,Full-time,Associate,3,"Austin, TX",6.0,Applied Systems,Computer Software,"1,001-5,000"
